GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC03_EST_VC10,HC03_MOE_VC10,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC03_EST_VC11,HC03_MOE_VC11,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC03_EST_VC12,HC03_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC03_EST_VC13,HC03_MOE_VC13,HC01_EST_VC14,HC01_MOE_VC14,HC02_EST_VC14,HC02_MOE_VC14,HC03_EST_VC14,HC03_MOE_VC14,HC01_EST_VC20,HC01_MOE_VC20,HC02_EST_VC20,HC02_MOE_VC20,HC03_EST_VC20,HC03_MOE_VC20,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC03_EST_VC22,HC03_MOE_VC22,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC03_EST_VC25,HC03_MOE_VC25,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC03_EST_VC27,HC03_MOE_VC27,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC03_EST_VC30,HC03_MOE_VC30,HC01_EST_VC32,HC01_MOE_VC32,HC02_EST_VC32,HC02_MOE_VC32,HC03_EST_VC32,HC03_MOE_VC32,HC01_EST_VC46,HC01_MOE_VC46,HC02_EST_VC46,HC02_MOE_VC46,HC03_EST_VC46,HC03_MOE_VC46,HC01_EST_VC47,HC01_MOE_VC47,HC02_EST_VC47,HC02_MOE_VC47,HC03_EST_VC47,HC03_MOE_VC47,HC01_EST_VC48,HC01_MOE_VC48,HC02_EST_VC48,HC02_MOE_VC48,HC03_EST_VC48,HC03_MOE_VC48,HC01_EST_VC49,HC01_MOE_VC49,HC02_EST_VC49,HC02_MOE_VC49,HC03_EST_VC49,HC03_MOE_VC49,HC01_EST_VC50,HC01_MOE_VC50,HC02_EST_VC50,HC02_MOE_VC50,HC03_EST_VC50,HC03_MOE_VC50,HC01_EST_VC51,HC01_MOE_VC51,HC02_EST_VC51,HC02_MOE_VC51,HC03_EST_VC51,HC03_MOE_VC51,HC01_EST_VC52,HC01_MOE_VC52,HC02_EST_VC52,HC02_MOE_VC52,HC03_EST_VC52,HC03_MOE_VC52,HC01_EST_VC53,HC01_MOE_VC53,HC02_EST_VC53,HC02_MOE_VC53,HC03_EST_VC53,HC03_MOE_VC53,HC01_EST_VC54,HC01_MOE_VC54,HC02_EST_VC54,HC02_MOE_VC54,HC03_EST_VC54,HC03_MOE_VC54,HC01_EST_VC55,HC01_MOE_VC55,HC02_EST_VC55,HC02_MOE_VC55,HC03_EST_VC55,HC03_MOE_VC55,HC01_EST_VC58,HC01_MOE_VC58,HC02_EST_VC58,HC02_MOE_VC58,HC03_EST_VC58,HC03_MOE_VC58,HC01_EST_VC65,HC01_MOE_VC65,HC02_EST_VC65,HC02_MOE_VC65,HC03_EST_VC65,HC03_MOE_VC65,HC01_EST_VC66,HC01_MOE_VC66,HC02_EST_VC66,HC02_MOE_VC66,HC03_EST_VC66,HC03_MOE_VC66,HC01_EST_VC67,HC01_MOE_VC67,HC02_EST_VC67,HC02_MOE_VC67,HC03_EST_VC67,HC03_MOE_VC67,HC01_EST_VC68,HC01_MOE_VC68,HC02_EST_VC68,HC02_MOE_VC68,HC03_EST_VC68,HC03_MOE_VC68,HC01_EST_VC69,HC01_MOE_VC69,HC02_EST_VC69,HC02_MOE_VC69,HC03_EST_VC69,HC03_MOE_VC69,HC01_EST_VC70,HC01_MOE_VC70,HC02_EST_VC70,HC02_MOE_VC70,HC03_EST_VC70,HC03_MOE_VC70
0400000US12,12,Florida,1.7,0.1,1.7,0.1,1.8,0.1,1.4,0.1,1.5,0.1,1.4,0.1,0.6,0.1,0.8,0.1,0.3,0.1,1.7,0.1,2.1,0.2,1.2,0.1,6.1,0.2,6.1,0.2,6.2,0.2,1.3,0.1,1.7,0.1,0.8,0.1,78.2,0.3,77.9,0.3,78.6,0.3,21.8,0.3,22.1,0.3,21.4,0.3,N,N,N,N,N,N,N,N,N,N,N,N,8780575,37295,4626777,23615,4153798,22885,8.7,0.2,8.3,0.3,9.3,0.3,11.4,0.2,10.7,0.3,12.2,0.3,14.5,0.3,13.7,0.3,15.4,0.3,15.8,0.3,15.7,0.4,15.9,0.3,6.8,0.2,6.7,0.2,7.0,0.3,16.9,0.3,17.5,0.4,16.2,0.3,7.9,0.2,8.0,0.2,7.7,0.2,9.6,0.2,10.1,0.3,8.9,0.3,8.4,0.2,9.3,0.3,7.4,0.2,27.8,0.2,29.0,0.2,26.6,0.2,9304787,35433,4896053,21609,4408734,21214,12.4,(X),(X),(X),(X),(X),14.3,(X),(X),(X),(X),(X),16.3,(X),(X),(X),(X),(X),24.7,(X),(X),(X),(X),(X),19.0,(X),(X),(X),(X),(X),1.7,(X),(X),(X),(X),(X)
0400000US13,13,Georgia,2.1,0.1,2.0,0.2,2.3,0.2,1.6,0.1,1.6,0.2,1.5,0.1,0.2,0.1,0.4,0.1,0.1,0.1,1.7,0.1,1.9,0.2,1.4,0.2,5.8,0.2,5.7,0.3,5.9,0.2,2.6,0.1,3.1,0.2,2.0,0.2,48.7,0.4,47.7,0.6,49.8,0.6,51.3,0.4,52.3,0.6,50.2,0.6,N,N,N,N,N,N,N,N,N,N,N,N,4506119,25151,2366243,16142,2139876,17899,9.5,0.3,9.1,0.4,10.0,0.4,12.2,0.3,11.5,0.4,13.1,0.5,15.1,0.4,14.2,0.5,16.0,0.5,14.3,0.3,13.8,0.5,14.8,0.5,6.1,0.3,5.9,0.3,6.3,0.3,14.6,0.4,15.4,0.5,13.8,0.6,7.2,0.2,7.1,0.3,7.2,0.4,9.7,0.3,10.1,0.3,9.2,0.4,11.3,0.3,12.9,0.4,9.6,0.4,28.8,0.2,30.2,0.3,27.2,0.3,4740180,26466,2482130,15430,2258050,18678,9.4,(X),(X),(X),(X),(X),11.0,(X),(X),(X),(X),(X),14.4,(X),(X),(X),(X),(X),19.6,(X),(X),(X),(X),(X),14.8,(X),(X),(X),(X),(X),1.1,(X),(X),(X),(X),(X)
0400000US15,15,Hawaii,6.1,0.5,4.9,0.6,7.6,0.8,5.5,0.5,5.7,0.6,5.1,0.7,0.9,0.2,1.5,0.3,0.3,0.1,2.3,0.4,2.3,0.5,2.3,0.6,4.4,0.4,3.9,0.4,4.9,0.6,0.4,0.1,0.5,0.2,0.2,0.1,97.1,0.4,97.1,0.5,97.2,0.5,2.9,0.4,2.9,0.5,2.8,0.5,N,N,N,N,N,N,N,N,N,N,N,N,673295,7653,365785,5035,307510,4766,11.6,0.6,11.6,0.9,11.6,0.9,13.7,0.8,14.2,1.1,13.2,1.0,14.2,0.8,13.5,1.0,14.9,1.1,14.7,0.7,14.2,1.0,15.3,1.0,5.0,0.4,5.0,0.6,5.0,0.6,15.5,0.8,16.7,1.1,14.1,1.2,6.3,0.4,6.4,0.6,6.2,0.6,9.2,0.6,9.6,0.8,8.8,0.7,9.7,0.7,8.7,0.8,10.9,0.9,27.0,0.4,26.7,0.5,27.3,0.6,682842,7782,363530,5218,319312,4937,10.7,(X),(X),(X),(X),(X),12.1,(X),(X),(X),(X),(X),13.6,(X),(X),(X),(X),(X),20.3,(X),(X),(X),(X),(X),14.9,(X),(X),(X),(X),(X),1.3,(X),(X),(X),(X),(X)
0400000US16,16,Idaho,0.6,0.1,0.7,0.2,0.5,0.2,2.3,0.3,2.5,0.4,1.9,0.4,0.8,0.2,1.1,0.3,0.5,0.2,1.3,0.2,1.7,0.3,0.9,0.3,5.7,0.5,4.8,0.6,6.7,0.7,5.9,0.5,6.7,0.7,4.9,0.5,72.5,1.1,71.7,1.3,73.6,1.5,27.5,1.1,28.3,1.3,26.4,1.5,N,N,N,N,N,N,N,N,N,N,N,N,729993,10055,400128,7137,329865,7502,19.9,0.7,18.1,1.0,22.1,1.2,18.3,1.0,17.4,1.2,19.4,1.3,17.9,1.0,17.5,1.3,18.4,1.3,13.6,0.7,13.8,1.0,13.3,1.2,5.8,0.6,6.2,0.7,5.3,0.9,10.6,0.6,11.1,0.8,10.0,1.0,4.5,0.5,4.6,0.6,4.3,0.7,4.5,0.5,5.0,0.7,3.9,0.7,4.9,0.4,6.3,0.6,3.2,0.5,21.0,0.4,22.6,0.7,19.2,0.5,769253,10036,417536,7321,351717,7110,9.3,(X),(X),(X),(X),(X),10.6,(X),(X),(X),(X),(X),12.5,(X),(X),(X),(X),(X),18.2,(X),(X),(X),(X),(X),13.1,(X),(X),(X),(X),(X),1.2,(X),(X),(X),(X),(X)
0400000US17,17,Illinois,9.6,0.2,9.4,0.3,9.8,0.3,2.9,0.1,2.9,0.1,2.8,0.1,0.6,0.1,0.8,0.1,0.4,0.1,1.2,0.1,1.3,0.1,1.1,0.1,4.9,0.1,4.8,0.2,5.0,0.2,3.6,0.1,4.1,0.2,3.0,0.2,88.1,0.3,87.8,0.3,88.6,0.3,11.9,0.3,12.2,0.3,11.4,0.3,N,N,N,N,N,N,N,N,N,N,N,N,5830834,25012,3063036,16542,2767798,18254,11.8,0.2,10.9,0.3,12.6,0.3,11.8,0.3,11.1,0.3,12.7,0.3,12.8,0.3,12.0,0.3,13.7,0.4,12.5,0.2,12.0,0.3,13.0,0.3,6.1,0.2,5.9,0.2,6.3,0.2,14.1,0.2,14.4,0.3,13.6,0.4,8.5,0.2,8.8,0.3,8.1,0.2,10.7,0.2,11.5,0.3,9.9,0.3,11.7,0.2,13.2,0.3,10.1,0.3,29.1,0.2,30.5,0.2,27.5,0.2,6079238,25249,3190553,16177,2888685,18206,9.3,(X),(X),(X),(X),(X),11.0,(X),(X),(X),(X),(X),13.9,(X),(X),(X),(X),(X),21.9,(X),(X),(X),(X),(X),14.9,(X),(X),(X),(X),(X),1.1,(X),(X),(X),(X),(X)
0400000US18,18,Indiana,0.9,0.1,0.9,0.1,1.0,0.1,2.1,0.1,2.1,0.2,2.1,0.2,0.4,0.1,0.6,0.1,0.2,0.1,1.1,0.1,1.2,0.2,0.9,0.2,4.3,0.2,3.9,0.3,4.7,0.3,5.4,0.2,6.4,0.3,4.2,0.3,68.5,0.4,67.4,0.5,69.9,0.6,31.5,0.4,32.6,0.5,30.1,0.6,N,N,N,N,N,N,N,N,N,N,N,N,2992415,19578,1582289,12904,1410126,13258,15.2,0.4,13.7,0.4,16.8,0.5,15.0,0.4,14.1,0.5,16.0,0.6,16.6,0.4,15.9,0.5,17.5,0.6,14.8,0.4,14.7,0.5,15.1,0.5,7.2,0.2,7.2,0.3,7.2,0.4,12.1,0.3,12.4,0.5,11.7,0.4,6.9,0.3,7.4,0.3,6.2,0.4,6.4,0.2,7.3,0.4,5.3,0.3,5.8,0.2,7.2,0.3,4.2,0.3,23.6,0.2,25.3,0.3,21.8,0.2,3095358,19409,1633147,12588,1462211,13449,8.6,(X),(X),(X),(X),(X),9.8,(X),(X),(X),(X),(X),11.3,(X),(X),(X),(X),(X),17.8,(X),(X),(X),(X),(X),12.5,(X),(X),(X),(X),(X),0.8,(X),(X),(X),(X),(X)
0400000US19,19,Iowa,0.9,0.1,0.7,0.2,1.0,0.1,3.2,0.2,3.2,0.3,3.2,0.3,0.5,0.1,0.8,0.1,0.2,0.1,0.9,0.1,1.0,0.2,0.8,0.1,5.1,0.3,5.0,0.4,5.2,0.3,4.5,0.2,5.0,0.3,4.0,0.3,80.5,0.5,79.5,0.5,81.8,0.6,19.5,0.5,20.5,0.5,18.2,0.6,N,N,N,N,N,N,N,N,N,N,N,N,1515794,10462,796552,6904,719242,6963,23.6,0.5,22.4,0.8,25.0,0.8,18.2,0.5,18.2,0.7,18.1,0.8,16.9,0.5,17.3,0.8,16.5,0.6,14.2,0.5,14.0,0.6,14.4,0.8,6.4,0.3,6.5,0.5,6.2,0.4,8.9,0.4,8.8,0.5,8.9,0.5,4.1,0.3,4.0,0.3,4.2,0.3,4.2,0.2,4.6,0.3,3.9,0.3,3.5,0.2,4.2,0.3,2.8,0.2,19.4,0.2,20.1,0.3,18.6,0.3,1573186,9228,827403,6045,745783,6520,7.9,(X),(X),(X),(X),(X),9.2,(X),(X),(X),(X),(X),10.6,(X),(X),(X),(X),(X),19.3,(X),(X),(X),(X),(X),11.7,(X),(X),(X),(X),(X),1.0,(X),(X),(X),(X),(X)
0400000US20,20,Kansas,0.4,0.1,0.4,0.1,0.5,0.2,2.3,0.2,2.4,0.3,2.2,0.3,0.4,0.1,0.5,0.2,0.1,0.1,1.0,0.1,1.2,0.2,0.8,0.2,4.7,0.3,4.2,0.3,5.3,0.4,7.0,0.3,8.0,0.5,5.8,0.4,84.6,0.5,84.2,0.5,85.1,0.6,15.4,0.5,15.8,0.5,14.9,0.6,N,N,N,N,N,N,N,N,N,N,N,N,1363342,8670,738387,6942,624955,7025,22.5,0.6,20.7,0.8,24.5,0.9,18.1,0.6,17.8,0.8,18.6,0.7,18.4,0.5,18.4,0.7,18.4,0.7,14.1,0.5,14.4,0.7,13.8,0.8,5.9,0.3,5.6,0.4,6.2,0.5,9.9,0.4,10.7,0.6,9.0,0.5,4.3,0.2,4.5,0.3,4.2,0.4,3.6,0.2,3.9,0.4,3.1,0.3,3.2,0.2,4.1,0.3,2.1,0.3,19.1,0.2,20.3,0.3,17.8,0.3,1412914,8531,759932,6905,652982,6811,7.7,(X),(X),(X),(X),(X),9.1,(X),(X),(X),(X),(X),11.1,(X),(X),(X),(X),(X),17.0,(X),(X),(X),(X),(X),11.7,(X),(X),(X),(X),(X),0.9,(X),(X),(X),(X),(X)
0400000US21,21,Kentucky,1.1,0.1,0.8,0.2,1.3,0.2,2.1,0.2,2.2,0.2,2.0,0.2,0.2,0.1,0.3,0.1,0.1,0.1,1.3,0.1,1.5,0.2,1.2,0.2,3.9,0.3,3.7,0.4,4.3,0.3,6.3,0.3,7.4,0.4,5.2,0.3,62.6,0.4,61.5,0.6,63.9,0.5,37.4,0.4,38.5,0.6,36.1,0.5,N,N,N,N,N,N,N,N,N,N,N,N,1871768,14214,985839,9111,885929,10567,15.1,0.5,14.3,0.6,16.1,0.7,15.7,0.5,14.4,0.7,17.0,0.7,17.2,0.5,16.6,0.7,17.8,0.7,15.0,0.4,14.4,0.6,15.5,0.7,7.2,0.3,7.2,0.4,7.2,0.4,12.1,0.4,13.0,0.5,11.2,0.6,5.6,0.2,5.9,0.3,5.2,0.4,6.4,0.3,7.1,0.4,5.6,0.4,5.7,0.3,7.1,0.5,4.2,0.4,23.3,0.3,24.8,0.4,21.6,0.3,1922833,13545,1010569,9450,912264,10483,7.9,(X),(X),(X),(X),(X),9.1,(X),(X),(X),(X),(X),10.8,(X),(X),(X),(X),(X),18.1,(X),(X),(X),(X),(X),11.8,(X),(X),(X),(X),(X),0.8,(X),(X),(X),(X),(X)
0400000US22,22,Louisiana,1.1,0.1,1.0,0.2,1.2,0.2,1.7,0.2,1.7,0.2,1.6,0.2,0.6,0.1,0.8,0.2,0.4,0.1,1.4,0.2,1.8,0.3,0.9,0.2,3.3,0.2,3.0,0.3,3.7,0.3,2.2,0.2,3.2,0.3,1.1,0.2,66.1,0.7,64.8,0.8,67.5,0.9,33.9,0.7,35.2,0.8,32.5,0.9,N,N,N,N,N,N,N,N,N,N,N,N,1936602,18747,1000954,12671,935648,12046,13.0,0.5,11.7,0.7,14.4,0.7,15.0,0.5,13.6,0.6,16.5,0.7,17.5,0.6,16.3,0.8,18.7,0.8,14.9,0.5,15.1,0.7,14.7,0.7,5.8,0.3,5.4,0.4,6.3,0.5,13.8,0.4,13.8,0.6,13.8,0.6,5.2,0.3,5.3,0.4,5.0,0.4,7.0,0.3,8.2,0.5,5.8,0.5,7.9,0.4,10.7,0.6,4.9,0.4,25.3,0.3,28.2,0.5,22.1,0.3,1984703,18454,1022125,12715,962578,11738,9.4,(X),(X),(X),(X),(X),10.9,(X),(X),(X),(X),(X),13.6,(X),(X),(X),(X),(X),19.8,(X),(X),(X),(X),(X),15.2,(X),(X),(X),(X),(X),1.0,(X),(X),(X),(X),(X)
0400000US23,23,Maine,0.6,0.1,0.5,0.2,0.7,0.2,4.1,0.5,4.3,0.7,3.9,0.6,0.5,0.1,0.7,0.2,0.2,0.1,1.0,0.2,1.2,0.2,0.8,0.3,5.9,0.5,5.6,0.6,6.2,0.8,4.6,0.4,5.3,0.6,4.0,0.6,47.4,1.1,46.4,1.4,48.4,1.4,52.6,1.1,53.6,1.4,51.6,1.4,100.0,0.1,100.0,0.1,100.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,618987,7979,313177,4920,305810,6423,17.6,0.9,17.5,1.2,17.7,1.2,14.2,0.8,13.7,1.1,14.6,1.0,14.7,0.8,13.4,1.1,16.1,1.0,14.1,0.7,13.3,1.1,15.0,1.1,6.7,0.6,6.1,0.7,7.3,0.7,12.0,0.7,12.2,1.0,11.8,0.9,7.1,0.6,7.7,0.8,6.5,0.8,7.4,0.5,8.1,0.7,6.6,0.7,6.2,0.5,8.0,0.7,4.3,0.6,24.0,0.5,25.6,0.6,22.4,0.6,649813,7144,328194,4875,321619,5498,6.8,(X),(X),(X),(X),(X),7.9,(X),(X),(X),(X),(X),9.7,(X),(X),(X),(X),(X),16.9,(X),(X),(X),(X),(X),10.2,(X),(X),(X),(X),(X),0.8,(X),(X),(X),(X),(X)
0400000US24,24,Maryland,8.5,0.3,7.8,0.3,9.2,0.4,2.1,0.1,2.1,0.2,2.2,0.2,0.4,0.1,0.5,0.1,0.2,0.1,1.3,0.1,1.4,0.2,1.1,0.1,4.9,0.2,4.4,0.3,5.4,0.3,16.5,0.4,17.7,0.4,15.4,0.5,82.9,0.4,82.2,0.4,83.6,0.4,17.1,0.4,17.8,0.4,16.4,0.4,N,N,N,N,N,N,N,N,N,N,N,N,2911761,14179,1500594,11110,1411167,12800,7.2,0.3,6.7,0.3,7.8,0.4,9.1,0.3,8.3,0.4,9.9,0.4,12.0,0.3,11.3,0.5,12.7,0.4,12.7,0.4,12.2,0.5,13.2,0.4,6.3,0.2,6.4,0.4,6.1,0.3,15.1,0.3,15.4,0.5,14.8,0.5,9.5,0.3,9.5,0.4,9.5,0.4,12.2,0.4,12.8,0.5,11.5,0.5,16.0,0.4,17.5,0.5,14.5,0.5,33.3,0.3,34.6,0.3,32.0,0.3,3041953,13636,1557209,9987,1484744,12774,9.6,(X),(X),(X),(X),(X),11.5,(X),(X),(X),(X),(X),15.4,(X),(X),(X),(X),(X),21.0,(X),(X),(X),(X),(X),14.8,(X),(X),(X),(X),(X),1.1,(X),(X),(X),(X),(X)
0400000US25,25,Massachusetts,10.4,0.3,9.8,0.3,11.0,0.4,4.8,0.2,4.5,0.3,5.1,0.2,0.9,0.1,1.2,0.1,0.6,0.1,1.3,0.1,1.4,0.2,1.2,0.2,5.3,0.2,5.2,0.3,5.4,0.3,4.2,0.2,4.8,0.3,3.5,0.2,70.0,0.3,69.5,0.5,70.5,0.4,30.0,0.3,30.5,0.5,29.5,0.4,100.0,0.1,100.0,0.1,100.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,3339823,18393,1709024,12594,1630799,11777,10.4,0.3,9.2,0.3,11.7,0.5,11.6,0.3,10.6,0.4,12.7,0.5,12.9,0.3,11.9,0.4,14.0,0.4,12.9,0.4,13.1,0.5,12.7,0.5,5.9,0.2,5.8,0.3,6.0,0.3,14.3,0.4,15.0,0.5,13.5,0.4,8.5,0.3,9.1,0.3,8.0,0.3,10.6,0.3,11.2,0.4,9.9,0.4,12.8,0.3,14.1,0.5,11.5,0.4,29.8,0.2,31.3,0.4,28.3,0.3,3461770,17298,1775382,11236,1686388,11435,10.6,(X),(X),(X),(X),(X),12.1,(X),(X),(X),(X),(X),15.6,(X),(X),(X),(X),(X),23.4,(X),(X),(X),(X),(X),16.4,(X),(X),(X),(X),(X),1.3,(X),(X),(X),(X),(X)
0400000US26,26,Michigan,1.3,0.1,1.3,0.1,1.3,0.1,2.2,0.1,2.2,0.1,2.2,0.2,0.4,0.1,0.6,0.1,0.3,0.1,0.7,0.1,0.8,0.1,0.6,0.1,4.2,0.1,4.0,0.2,4.4,0.2,1.9,0.1,2.2,0.1,1.4,0.1,54.8,0.3,53.7,0.4,55.9,0.4,45.2,0.3,46.3,0.4,44.1,0.4,100.0,0.1,100.0,0.1,100.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,4369631,19648,2292166,14085,2077465,14504,13.9,0.3,12.6,0.4,15.4,0.4,14.6,0.2,13.5,0.3,15.8,0.4,15.9,0.3,15.3,0.4,16.4,0.4,15.3,0.3,15.1,0.3,15.6,0.4,7.4,0.2,7.3,0.2,7.5,0.3,12.3,0.2,12.8,0.3,11.7,0.4,7.2,0.1,7.8,0.2,6.5,0.2,7.2,0.2,8.1,0.2,6.2,0.3,6.2,0.2,7.5,0.2,4.9,0.2,24.3,0.2,25.8,0.2,22.6,0.2,4520391,19839,2367816,13477,2152575,15027,8.1,(X),(X),(X),(X),(X),9.5,(X),(X),(X),(X),(X),12.0,(X),(X),(X),(X),(X),19.6,(X),(X),(X),(X),(X),12.8,(X),(X),(X),(X),(X),1.0,(X),(X),(X),(X),(X)
0400000US27,27,Minnesota,3.7,0.2,3.3,0.2,4.1,0.3,2.6,0.1,2.7,0.2,2.6,0.2,0.7,0.1,0.9,0.1,0.5,0.1,0.9,0.1,1.2,0.1,0.7,0.1,5.9,0.2,5.3,0.3,6.5,0.3,2.5,0.1,3.0,0.2,1.9,0.1,83.9,0.4,83.3,0.4,84.6,0.4,16.1,0.4,16.7,0.4,15.4,0.4,100.0,0.1,100.0,0.1,100.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,2737702,12699,1439589,9019,1298113,9017,15.2,0.3,14.5,0.4,15.9,0.5,14.6,0.3,14.1,0.4,15.2,0.4,15.8,0.4,15.0,0.4,16.7,0.5,15.0,0.3,14.7,0.4,15.3,0.5,7.4,0.2,7.3,0.3,7.4,0.3,12.7,0.3,13.2,0.4,12.2,0.4,6.9,0.2,7.2,0.3,6.7,0.3,6.8,0.2,7.3,0.3,6.2,0.3,5.7,0.2,6.7,0.3,4.5,0.3,23.8,0.2,24.9,0.2,22.5,0.2,2875425,11931,1505540,8111,1369885,9328,7.8,(X),(X),(X),(X),(X),9.3,(X),(X),(X),(X),(X),11.6,(X),(X),(X),(X),(X),17.7,(X),(X),(X),(X),(X),11.8,(X),(X),(X),(X),(X),1.1,(X),(X),(X),(X),(X)
0400000US28,28,Mississippi,0.3,0.1,0.4,0.2,0.2,0.1,1.4,0.2,1.6,0.2,1.1,0.2,0.0,0.1,0.0,0.1,0.0,0.1,1.4,0.2,1.8,0.3,1.0,0.3,2.3,0.3,2.1,0.3,2.5,0.4,8.4,0.4,10.2,0.7,6.4,0.5,55.8,0.9,54.3,1.1,57.4,1.1,44.2,0.9,45.7,1.1,42.6,1.1,N,N,N,N,N,N,N,N,N,N,N,N,1187094,13858,609979,9494,577115,9100,14.1,0.6,13.4,0.8,14.8,0.8,15.4,0.7,14.6,0.8,16.2,0.9,15.9,0.7,15.9,1.0,15.9,0.8,15.1,0.6,14.1,0.9,16.1,1.0,6.3,0.4,5.8,0.6,6.8,0.5,14.5,0.6,14.6,0.9,14.3,0.9,5.4,0.4,5.9,0.6,4.9,0.5,6.3,0.5,6.4,0.6,6.3,0.6,7.1,0.5,9.3,0.7,4.7,0.6,24.9,0.4,27.0,0.6,22.7,0.5,1204542,13370,617977,9441,586565,8934,7.8,(X),(X),(X),(X),(X),9.4,(X),(X),(X),(X),(X),12.1,(X),(X),(X),(X),(X),17.8,(X),(X),(X),(X),(X),13.3,(X),(X),(X),(X),(X),0.8,(X),(X),(X),(X),(X)
0400000US29,29,Missouri,1.3,0.1,1.3,0.2,1.3,0.2,1.9,0.2,2.2,0.2,1.7,0.2,0.2,0.1,0.3,0.1,0.1,0.1,1.0,0.1,1.2,0.2,0.8,0.2,5.1,0.2,4.9,0.3,5.2,0.3,5.9,0.2,6.8,0.3,4.9,0.3,71.4,0.5,70.1,0.6,72.7,0.6,28.6,0.5,29.9,0.6,27.3,0.6,N,N,N,N,N,N,N,N,N,N,N,N,2736135,18930,1423188,12787,1312947,12337,15.1,0.4,14.1,0.5,16.1,0.6,13.9,0.4,13.3,0.5,14.5,0.5,16.4,0.4,16.0,0.5,16.8,0.5,15.3,0.4,15.2,0.5,15.5,0.6,6.9,0.2,6.7,0.3,7.1,0.4,13.6,0.4,14.2,0.5,13.0,0.5,6.7,0.3,6.7,0.4,6.6,0.3,7.0,0.2,7.4,0.4,6.5,0.3,5.2,0.3,6.4,0.4,3.9,0.3,23.7,0.2,25.0,0.3,22.4,0.3,2852118,18040,1481016,11697,1371102,12586,8.5,(X),(X),(X),(X),(X),9.9,(X),(X),(X),(X),(X),12.6,(X),(X),(X),(X),(X),19.2,(X),(X),(X),(X),(X),13.5,(X),(X),(X),(X),(X),1.0,(X),(X),(X),(X),(X)
0400000US30,30,Montana,0.8,0.2,0.9,0.3,0.6,0.3,4.9,0.4,5.3,0.6,4.5,0.6,1.1,0.2,1.6,0.4,0.5,0.2,1.2,0.2,1.7,0.4,0.7,0.3,6.5,0.5,6.3,0.7,6.8,0.8,1.6,0.3,2.4,0.5,0.6,0.2,71.0,1.1,70.7,1.2,71.4,1.4,29.0,1.1,29.3,1.2,28.6,1.4,N,N,N,N,N,N,N,N,N,N,N,N,475371,7335,251317,5095,224054,4938,28.0,1.2,26.6,1.3,29.6,1.8,19.4,1.0,18.4,1.3,20.5,1.3,19.3,1.0,19.3,1.3,19.3,1.5,12.7,0.7,12.9,1.0,12.5,1.0,3.1,0.3,3.3,0.4,2.9,0.5,8.2,0.7,8.3,0.8,8.1,1.0,2.5,0.3,2.5,0.5,2.4,0.4,2.8,0.3,3.2,0.5,2.3,0.4,4.2,0.4,5.7,0.7,2.5,0.4,18.1,0.5,19.7,0.8,16.3,0.5,501521,6919,264331,4828,237190,4751,9.4,(X),(X),(X),(X),(X),10.9,(X),(X),(X),(X),(X),11.5,(X),(X),(X),(X),(X),18.4,(X),(X),(X),(X),(X),13.2,(X),(X),(X),(X),(X),1.7,(X),(X),(X),(X),(X)
0400000US31,31,Nebraska,0.7,0.2,0.7,0.2,0.7,0.3,2.7,0.2,2.7,0.3,2.7,0.3,0.3,0.1,0.4,0.1,0.2,0.1,0.8,0.2,1.0,0.2,0.6,0.2,4.7,0.3,4.5,0.4,4.9,0.4,2.8,0.3,3.5,0.4,1.9,0.3,79.4,0.5,78.6,0.6,80.2,0.7,20.6,0.5,21.4,0.6,19.8,0.7,N,N,N,N,N,N,N,N,N,N,N,N,949763,7770,506890,4865,442873,5243,23.5,0.6,22.6,0.7,24.6,0.9,18.3,0.7,18.1,1.0,18.6,0.7,18.1,0.7,18.3,0.8,17.9,0.9,14.6,0.6,14.5,0.7,14.8,0.9,6.5,0.4,6.3,0.6,6.7,0.6,9.0,0.5,9.3,0.6,8.7,0.7,3.5,0.3,3.6,0.3,3.4,0.4,3.7,0.3,4.1,0.5,3.2,0.4,2.8,0.2,3.3,0.4,2.3,0.2,18.5,0.3,19.1,0.4,17.8,0.3,984156,7456,525718,4472,458438,5133,9.9,(X),(X),(X),(X),(X),11.4,(X),(X),(X),(X),(X),12.5,(X),(X),(X),(X),(X),18.0,(X),(X),(X),(X),(X),13.4,(X),(X),(X),(X),(X),0.9,(X),(X),(X),(X),(X)
