Year,Afghanistan,Albania,Algeria,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,"Bonaire, Saint Eustatius and Saba",Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Cayman Islands,Central African Republic,Chad,Chile,China,Colombia,Comoros,Congo,Cook Islands,Costa Rica,Côte d'Ivoire,Croatia,Cuba,Curaçao,Cyprus,Czech Republic,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Falkland Islands (Malvinas),Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Macao,Macedonia (Republic of),Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mexico,Micronesia (Federated States of),Moldova,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,North Korea,Norway,Occupied Palestinian Territory,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Republic of South Sudan,Réunion,Romania,Russian Federation,Rwanda,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Korea,Spain,Sri Lanka,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States of America,Uruguay,Uzbekistan,Vanuatu,Venezuela,Vietnam,Wallis and Futuna Islands,Western Sahara,Yemen,Zambia,Zimbabwe
1970,0.15013316,1.739469673,1.034980399,,0.527995696,,6.880383916,3.447536814,1.607919004,15.72490392,11.48336588,6.73630788,7.56872795,15.1682275,12.18409727,0.0584678,1.794823486,6.787263333,13.02825529,0.989589301,0.096873991,4.344757679,0.012282895,0.55122556,67.46886765,2.830879821,,0.981156473,1.868815669,63.30845867,7.190616817,0.025406251,0.018025203,0.167594778,0.097649455,15.90366768,0.135385902,,0.114206252,0.034191938,2.57592511,0.933775435,1.285971784,0.127413564,0.418797607,0.513524877,0.675386967,0.427743426,2.623719442,2.14042877,93.6540095,2.774839844,15.72931131,0.135417731,12.5808696,0.872046048,0.360868403,0.689545057,0.704517246,0.617868839,0.389331611,0.11953738,,12.23722653,0.058127592,6.562444029,,0.999079782,8.749305671,8.646577346,,1.757455088,3.526752277,0.106491387,2.267784802,13.05820713,0.304944188,,2.786001285,8.270608152,0.465634465,,0.408481851,0.187550506,0.097799044,2.240209722,0.081654116,0.510921687,2.166862203,6.746315479,6.791210511,0.351764014,0.311677351,3.219031627,2.408130766,6.57414005,5.811086523,5.531388295,2.660046145,7.319117266,0.905048714,13.93274262,0.273557182,0.429559576,33.50643507,2.631130584,0.212607516,4.145681044,1.715295059,,1.024052455,15.14164814,,4.920327235,40.43772154,0.833404415,4.429393305,0.147599602,0.098631043,1.350049028,,0.033874345,2.071880682,,,0.373128223,0.602946853,2.190101949,,4.146397375,2.225871405,2.608640436,1.260731183,0.455124772,0.325371275,0.174831305,,10.15270936,0.018934101,10.90631608,22.71656982,5.031246596,0.584964071,0.047901786,0.384413394,0.713534567,5.098838339,7.218335113,,0.323961252,0.352971804,,1.448760251,0.27397683,0.300488338,1.331662403,0.691288573,9.31938744,1.750948505,69.04596673,0.110825727,,5.83882523,11.13996602,0.015614159,,,0.633179724,6.711851988,0.324061381,0.204727049,0.19737923,7.753304312,0.307010796,3.78214649,0.559763201,0.318461188,8.778935381,10.87903278,5.284439629,0.251444257,0.062759958,6.550866744,1.667728782,3.436302283,0.287775926,0.432447941,4.332391529,0.822024145,11.45722687,6.523255742,1.047139134,1.955604764,1.739918958,0.129756072,0.41622709,,0.129897018,0.303997914,9.503664403,0.738815551,1.220864607,10.48705501,,,0.152740866,9.323637699,64.69199445,11.72963355,20.6380981,2.041353077,6.434014851,0.472004591,6.428282392,0.64903849,,,0.405211009,0.902243642,1.575483353
1971,0.165872222,1.97508214,1.246615249,,0.49159344,,6.233061536,3.64617497,1.667268229,13.59892328,11.66521466,6.896272221,7.874623524,38.67240298,13.78726533,0.054288504,2.014914492,7.144121377,12.55992244,1.145096279,0.098475696,4.367148479,0.011894057,0.664892837,57.67874075,3.014938434,,1.047365069,2.205015045,55.34090742,7.503205994,0.026246724,0.020904943,0.034872339,0.120813796,16.15670307,0.134106494,,0.098251741,0.040315709,2.776446922,1.033749786,1.339196831,0.124921157,0.487095873,0.511018131,0.804378516,0.448028576,2.81599995,2.208397534,80.49323809,3.033700083,16.44876112,0.143885592,11.48976916,0.951869258,0.35836745,0.759795591,0.675229863,0.641668429,0.400726024,0.218625898,,12.86821728,0.063241132,6.579659559,,1.033237334,8.756420946,9.032794153,,1.987263041,4.725201128,0.119427893,2.384710848,13.16513207,0.259593195,,3.184954623,9.939176874,0.505728088,,0.421989177,0.190769353,0.10090106,2.099808879,0.084023988,0.475103864,2.323767741,6.655747082,7.108572201,0.362628934,0.33034888,3.470744505,2.811249287,7.525186798,5.522891931,5.765516285,3.01846203,7.48454204,0.915750814,14.54884061,0.315599021,0.563421432,33.84830654,2.729814489,0.152541483,4.36462006,2.252167466,,1.047931575,9.706859425,,5.176508665,38.55551595,0.913286618,4.722449456,0.151764245,0.106096746,1.505956517,0.030692422,0.03758274,2.060497754,,,0.337612452,0.471308888,2.349486187,,4.340123955,2.302418283,2.794833833,1.259539361,0.501021643,0.385167417,0.188695757,,13.28940608,0.016160058,10.69873194,22.01766366,5.242052625,0.608819019,0.049745258,0.562900459,0.738114424,7.255670187,6.956294176,,2.793291614,0.325708352,,1.663537232,0.317978514,0.24991727,1.356694798,0.747650237,9.513930843,1.871400351,76.57003617,0.111115039,,6.04710469,11.7597931,0.01610201,,,0.66055603,8.582342342,0.32055993,0.251926925,0.144654419,9.794567902,0.307853009,4.041589689,0.613998175,0.292237649,7.852816826,11.32206026,5.651390158,0.286573773,0.053845116,7.17087429,1.781594674,3.738179789,0.250512989,0.429667376,4.601165253,0.870858364,10.43863152,6.73261932,1.350539207,2.093058283,1.791986534,0.175247817,0.506285736,,0.144166847,0.214223906,8.465796567,0.813425739,1.333635008,10.81832203,,,0.148049478,9.821590319,75.91927061,11.8328482,20.57729981,2.058674293,6.625969039,0.666015314,5.235485083,0.550857588,,,0.312861377,0.877008107,1.631915862
1972,0.130626842,2.501903415,1.841869591,,0.634334785,,5.402596276,3.633994485,1.714969794,13.09792781,11.83251971,7.396179217,8.131815934,36.44476184,16.05332635,0.051871764,2.079058652,7.459189621,13.47775462,1.239087692,0.127606851,4.731798615,0.011520382,0.759479984,55.08124767,2.791944538,0.029594728,1.138508125,2.171259259,66.53692116,7.675465879,0.027676431,0.020676927,0.016032543,0.125139123,17.18645176,0.18734081,,0.088690466,0.03169246,2.836123508,1.07301427,1.357686416,0.122523878,0.457202186,0.513117356,0.904600195,0.472593202,2.627780458,2.302006581,77.14540067,3.831038755,16.5243983,0.142858902,11.94135872,1.063083069,0.357543146,0.980874945,0.713828946,0.694640581,0.434290514,0.300548559,,13.42069797,0.046667096,5.861181234,,1.065853128,9.482792724,9.30832658,,1.827712443,4.464030871,0.138981201,2.49136861,13.19970809,0.266437007,,3.589300868,11.50778959,0.507079439,,0.455536393,0.193511491,0.088945232,2.162067074,0.080327116,0.532387176,2.319878989,6.651790364,7.06238776,0.374831868,0.357729012,3.525109713,2.784993554,7.271758302,5.567348139,6.042550824,3.247006969,7.892145477,1.017215479,15.06710849,0.3199404,0.485536877,32.30958432,2.813202878,0.171537231,4.557106391,2.339230408,,1.007892424,6.539233251,,5.399909103,39.10368788,0.927896385,4.3872325,0.185097213,0.112280615,1.580139826,0.029682196,0.039933579,2.61946759,,,0.367021063,0.808106523,2.385239912,,4.503791026,2.414662372,2.587630619,1.256946827,0.481347622,0.343453704,0.176816277,,11.41094468,0.021398577,11.84899976,14.81771377,5.526052963,0.629232238,0.052998294,0.705519324,0.775613887,5.885471316,7.47266268,,2.690038293,0.308176327,,1.740353793,0.476605644,0.275029566,1.289908045,0.696351258,9.941904501,2.071009331,82.54860803,0.117110555,,6.294311018,12.30601823,0.016555464,,,0.722784275,12.33888692,0.396266615,0.248708602,0.141764577,10.99200268,0.321141081,3.753602179,0.797576505,0.24182394,10.331482,11.32792773,5.249044971,0.318427792,0.067481587,7.103243617,1.798335451,4.163234373,0.272098537,0.448899288,4.696168306,0.806937298,10.42242471,6.844493113,1.140608702,2.336272542,1.83118501,0.149207772,0.558228031,,0.180131359,0.254600623,8.50124027,0.894820146,1.468323985,11.06762312,,,0.138220612,10.25808524,70.42583243,11.58155364,21.36589978,2.151171796,6.779448304,0.685817469,5.088056841,0.505762052,,,0.233312186,0.908611947,1.484101697
1973,0.136117744,2.292798405,2.421941496,,0.669651935,,4.706419661,3.726908895,1.748795793,14.43254818,12.66660626,7.889481686,8.325788917,43.32352552,23.03706889,0.066247219,1.975421441,7.71781762,14.26219614,1.133540613,0.122382715,7.873948646,0.011160116,0.719911122,60.35328844,3.295627307,0.066747169,1.286937946,2.498830865,67.13381799,7.938284182,0.02841927,0.020477911,0.017175387,0.127030227,16.94265578,0.22794088,,0.083238634,0.041257723,2.73291341,1.090946209,1.420608432,0.120028828,0.815549244,0.519078202,1.023879327,0.478261723,3.126938337,2.43825994,84.73468893,3.941830641,16.49777768,0.147040659,11.80364216,0.942130893,0.35749331,1.218749974,0.794913305,0.633831027,0.49682656,0.104305372,,13.87021969,0.056434924,6.244627773,,1.136693815,10.54874648,9.912954634,,1.706904443,8.499714227,0.127154438,2.582100138,13.75461172,0.264317718,,4.202661667,11.42701793,0.586991349,,0.480561157,0.185558094,0.145342995,2.469736244,0.084849648,0.508118238,2.286165431,6.981182431,8.221733533,0.37703218,0.395184255,4.189560077,2.795382702,7.41929565,6.139941786,6.461818303,4.21538618,8.346952227,1.130535879,15.46592714,0.312342077,0.68353108,26.66171356,2.875933507,0.176967869,4.715660783,2.848994464,,0.963960425,5.996120547,,5.581804605,40.72171018,0.905052501,5.199401693,0.150266842,0.114315961,1.509061997,0.028671816,0.042724107,2.512295312,,,0.374032798,0.783476985,2.516671137,,4.633334641,2.484856552,3.042074688,1.254042954,0.564596565,0.362133913,0.144867203,,12.2791782,0.03300912,12.30419631,21.5690182,6.088260255,0.695035758,0.06720922,0.82402168,0.823555855,6.241461505,7.698516614,,2.615270802,0.317295666,,1.958075458,0.492639893,0.326454032,1.365765556,0.80718582,10.04531332,2.226273535,87.57812445,0.115309771,,6.817775299,12.7542106,0.016969906,,,0.750079095,7.021602787,0.430980463,0.246089369,0.185467338,14.15730638,0.332022423,4.442240901,0.841465569,0.188079291,9.681704942,11.26968115,6.211604016,0.367729957,0.075245122,6.98005811,2.13765183,4.406507766,0.278016587,0.438119924,5.719110397,0.760562396,10.70830529,7.320377256,1.120398826,2.571437735,1.854718939,0.212390536,0.607997527,,0.178657561,0.294845266,9.55615352,0.892337321,1.582769223,11.21958587,,,0.11497179,10.61446328,77.05791416,11.76412685,22.12329283,2.044129846,6.879681241,0.586146217,5.25702801,0.537999086,,,0.418428771,0.990559904,1.61879322
1974,0.155475683,1.840944717,1.961991647,,0.651081072,,6.048280143,3.722801289,1.778100166,13.02008988,12.60348375,7.512761775,8.495921458,39.86947525,21.43892089,0.066632878,2.0077779,7.955415719,13.84529836,1.171986261,0.12759568,8.133484993,0.010810077,0.716601308,54.16385058,3.272087855,0.110459179,1.360313706,2.471143655,52.7242133,8.17646436,0.033969968,0.025313762,0.009702282,0.134229002,17.05937292,0.242210568,,0.057493694,0.037559582,2.521005048,1.090162064,1.503489277,0.117199245,1.052188061,0.528207593,0.930836242,0.514266837,3.127312817,2.456723955,76.25648871,3.002620112,16.58437313,0.151012595,10.91785864,0.946432662,0.408205328,1.276946803,0.89488315,0.680786103,0.485974217,0.19038994,,14.28307078,0.05451199,7.336100598,,1.185362972,9.91927903,9.497720994,,1.709121958,8.557302072,0.123217649,2.667180709,13.46631698,0.305363986,,4.045432803,11.31189828,0.393335623,,0.489016315,0.193085102,0.133416564,2.105450046,0.093521244,0.508718792,2.577205264,7.057574432,8.062608147,0.380832885,0.401891556,4.523301505,2.732378591,7.439060417,5.978861964,6.511062495,3.80093632,8.234762126,1.109967763,15.82822578,0.380301125,0.606399412,20.01587838,2.930778453,0.098001815,4.863972477,2.795467713,,1.090406801,3.680730091,,5.7500026,41.08329133,1.094914116,5.1770401,0.161575762,0.106831048,1.602950595,0.027716631,0.047725093,2.312183112,,,0.374693017,0.788405599,2.620975395,,4.752858072,2.600622208,3.006180316,1.249019942,0.638429292,0.312172123,0.16091163,,14.18932874,0.032581813,11.7961977,22.13193041,6.16663659,0.718439972,0.05740721,1.009111538,0.874254355,6.369797089,6.941971393,,2.772142698,0.329692082,,1.775926616,0.566153613,0.349628037,1.438369089,0.759460264,10.27965911,2.270827375,68.17324208,0.117814579,,7.026218905,13.16431858,0.017336997,,,0.67519257,7.563736453,0.348701463,0.219516579,0.227098054,13.98174389,0.385019994,4.418678152,0.946004097,0.177726964,9.857510137,11.29087311,6.175505399,0.353948865,0.090905482,6.915793051,2.173993714,4.853910085,0.216953269,0.443596576,4.385111983,0.62100209,9.765526364,6.533101238,1.325575364,2.466097109,1.871881727,0.148830926,0.586785562,,0.165605685,0.250933123,10.07168124,0.975471361,1.587915489,11.3326296,,,0.113331326,10.94352213,66.406429,10.99127248,21.14442629,2.010220005,6.954842606,0.643497665,5.776316422,0.399997709,,,0.337127937,0.875373377,1.527966069
1975,0.168741203,1.904008288,1.915196026,,0.57387726,,9.875155358,3.637997888,1.832772808,9.408806898,12.70416332,7.09823351,8.782657169,43.65741574,21.56800216,0.068228554,2.308298853,8.304505066,12.46710616,1.319750863,0.135778743,8.328787052,0.01046911,0.809501289,38.94712977,3.377277827,0.226266589,1.398668923,2.448262696,43.76295068,8.343864484,0.035719944,0.020957136,0.009713672,0.155618032,17.13461387,0.282443112,,0.050853288,0.04481466,2.199350795,1.240141156,1.446517714,0.12816666,0.691303798,0.720231952,0.970627065,0.603213172,3.248819949,2.864413428,55.01204595,3.063616286,17.24249425,0.141156011,11.01078094,0.882582533,0.406580298,1.229666005,1.052596026,0.792593044,0.507652154,0.239802577,,14.89885671,0.03710832,8.406308112,,1.079752686,9.753813988,8.447459599,,1.626945544,8.256068805,0.18985549,2.789774909,12.71064299,0.278861408,,4.291893033,10.19703142,0.515230183,,0.54703898,0.193084499,0.145901576,2.446499991,0.093966236,0.528310216,2.598676771,7.151740195,7.396248911,0.404301633,0.412576517,4.253334667,2.834528455,6.924160664,5.856099929,6.163895215,4.034448254,7.725385153,1.206640303,16.4238099,0.368394504,0.597726984,16.40378949,3.025362214,0.082848966,5.08488578,2.432396756,,0.912977312,4.373456367,,6.00159509,33.52844628,1.228251693,5.346171125,0.223993406,0.10929926,1.59708195,0.05367751,0.052534001,2.06569585,,,0.383311031,0.661166473,2.699625819,,4.942835336,2.740240773,3.093122025,0.933027757,0.623089652,0.278640985,0.154192352,,14.5147142,0.026393134,11.14684326,19.40597556,5.926848898,0.688871996,0.064295497,0.7471837,0.921529175,6.612935138,7.396399878,,8.220791707,0.347185638,,2.096716432,0.532146277,0.300430461,1.440563122,0.786591657,11.03379228,2.306500858,66.58475911,0.085684018,,7.477571748,13.75721699,0.040345558,,,0.700962931,5.605303417,0.344897554,0.387245933,0.221772973,11.2079861,0.522263138,4.56568481,0.983789226,0.175007248,10.84979387,11.69755541,6.376594364,0.303052547,0.129363042,7.055148125,2.311163405,5.032714514,0.210321057,0.319644009,5.566462799,0.651981339,9.852037368,6.143795374,1.482434179,2.677125491,1.913484039,0.142775784,0.575682685,,0.129204305,0.373251234,9.504097915,0.980296068,1.665581602,11.59580749,,,0.10453354,11.4310045,56.00533262,10.73165817,20.07613447,2.106727082,7.11579759,0.55030439,4.77138403,0.446952016,,,0.317522734,0.821014854,1.359018342
1976,0.154529112,2.007193824,2.276355785,,0.415137482,,5.57570727,3.764215275,1.866984775,20.12181032,12.43868449,7.617617069,8.971048017,33.47502877,23.15261214,0.07622145,2.147071661,8.563350679,13.2395153,1.301323744,0.077719317,8.460789089,0.010136808,0.89354477,82.8286385,3.450754174,0.69192346,1.400905384,2.432704164,35.78561917,8.315977081,0.033287977,0.023514443,0.009830508,0.141992022,17.00790318,0.267785362,,0.062179834,0.043909372,2.2669847,1.271015263,1.499916717,0.151545574,0.753873308,0.739753685,0.967651826,0.5721234,3.337375592,2.847886444,117.5286209,3.782770169,17.7978428,0.144526072,11.82823103,0.796037915,0.403513119,1.197241363,1.128311715,0.859349759,0.520488009,0.246984464,,15.35419885,0.035439221,7.879946473,,0.822099673,10.81408412,9.507009662,,1.957802713,8.593036745,0.184426436,2.880629463,13.84407104,0.242091762,,4.674689896,4.416231418,0.520926977,,0.500802065,0.202366669,0.121486031,2.322500567,0.128321604,0.545928558,2.867022833,7.55282174,7.72024277,0.412934055,0.461087097,4.637505955,4.03835114,6.885668802,5.688042935,6.578552118,3.54048616,7.979105799,1.388917059,16.85423469,0.328377309,0.589099094,16.94459006,3.08251641,0.072120667,5.254653065,2.279904894,,0.882377564,6.493602198,,6.186387165,33.28042091,1.057448188,5.449858454,0.127644756,0.106647381,1.913361515,0.078143106,0.051579765,2.350167603,,,0.377766874,0.682765685,2.938044461,,5.082504352,2.88651524,3.157436436,0.929398833,0.633027056,0.24032882,0.160799084,,14.34825175,0.020691412,12.26198443,17.80116419,6.192075456,0.770485636,0.062432075,0.846125874,0.962437615,6.646486754,7.272794989,,8.971910821,0.331164564,,2.013281956,0.531525131,0.360709692,1.432892702,0.825841139,11.61987791,2.386638978,59.68211418,0.074010618,,7.974987158,14.20214599,0.059444264,,,0.75778721,8.039156118,0.341221635,0.312566441,0.345314249,12.97666223,0.349420318,4.665830578,1.3201225,0.147135643,13.10614587,12.03021987,6.510824666,0.310446571,0.1118973,7.167016009,2.594536049,5.436594626,0.199731432,0.273325549,5.524900101,0.625302411,10.73069781,6.362806696,1.762372762,3.391293705,1.931561822,0.168917024,0.661864274,,0.130832172,0.328411052,15.51277326,1.010308907,1.825339452,11.71860274,,,0.088729337,11.8031042,61.23723419,10.64095846,20.8243742,2.071880029,7.185106645,0.426757775,4.168630035,0.279169615,,,0.364512881,0.782132037,1.720733003
1977,0.182643433,2.270091569,2.365430456,,0.433834117,,6.385317324,3.744653035,1.89567987,10.5483219,13.25636223,7.3323699,9.126671845,49.25498831,24.61812485,0.077444519,2.371133192,8.793422769,12.85563901,1.444349546,0.086438116,8.135150137,0.019629062,0.855020285,43.17624797,3.324136128,0.874994114,1.436000381,2.767632896,36.56171148,8.609530799,0.038936167,0.02588929,0.010074116,0.197567624,17.17540473,0.292304736,,0.06076409,0.046511639,2.138519781,1.370275443,1.514931774,0.146081914,0.284597195,1.526984788,1.181034776,0.559042096,3.228650954,3.045767996,61.60170992,4.055276412,18.20981654,0.143395931,12.12808598,0.713062971,0.349375434,1.034560175,1.013284905,0.921724281,0.526955882,0.252508341,,15.76083757,0.031134015,9.620342992,,1.27809193,10.56200089,9.006369715,,1.978914622,9.291015861,0.205829106,2.961432395,13.3745872,0.293575299,,5.041057201,14.48138191,0.528164641,,0.562337004,0.204920604,0.130396541,2.489428455,0.131826393,0.595734654,3.158618515,7.809949222,8.557314209,0.426832728,0.600198287,4.703490358,3.50130817,7.161070379,5.625625973,6.34644943,3.576478776,8.126487733,1.449312658,17.23905962,0.346578913,0.386974124,14.86681884,3.128177792,0.073610214,5.41111875,2.06640189,,0.855221975,6.9972924,,6.353013152,30.53029797,1.300323201,5.226763562,0.105724264,0.11302999,1.764146738,0.101260226,0.061597929,2.460814711,,,0.395705382,0.6952034,2.994802278,,5.21072744,3.175439394,3.042933156,2.158740847,0.680346389,0.247455046,0.165863289,,15.70519912,0.024155803,11.77620222,15.56009806,6.505688242,0.952684876,0.066626346,0.751379828,0.99403147,6.767164121,7.675931489,,8.693424476,0.342793404,,1.880090756,0.51953179,0.393782736,1.450864291,0.840224976,12.09119049,2.383591766,54.35122203,0.073157665,,8.063689657,14.59568614,0.057549948,,,0.616993557,6.15074702,0.337699311,0.526000509,0.335247158,14.34353499,0.431117292,4.491947376,1.348352,0.163634044,12.20938093,12.26253205,6.260496849,0.387655877,0.165463042,7.234270081,2.897121932,5.299515724,0.20394763,0.26729576,5.255606673,0.619412562,10.3919488,6.471617826,1.815288074,3.626210259,1.941726458,0.117971497,0.721922118,,0.183302721,0.324624841,15.54135999,1.140945588,1.973346079,11.79567136,,,0.070164705,12.14048312,51.79844864,10.74191968,21.20401484,1.973886154,7.221271401,0.482913144,4.505312828,0.299629639,,,0.40952316,0.702361634,1.427953367
1978,0.162822429,2.523047612,3.429287396,,0.644663949,,6.696034041,3.756792031,1.926829521,9.022677737,14.10413006,7.502478775,9.289587036,32.73734201,23.99087405,0.077957941,2.520517374,9.033384209,13.76980392,1.555643507,0.102935977,7.557792162,0.028522201,0.938279976,36.75403044,3.680856512,0.896661761,1.522192838,2.749202776,52.59769278,9.196541827,0.053298063,0.026212591,0.007352241,0.245391552,17.30257272,0.748155084,,0.067781278,0.044789184,2.090490681,1.506415643,1.567392643,0.102262816,0.185720976,1.578459882,1.284996518,0.63466314,3.590645868,3.152895074,52.73922473,4.225021574,18.26103572,0.141296283,11.95687018,0.65426872,0.345464831,0.979576684,1.374333908,0.93468212,0.539081239,0.284745485,,16.18691951,0.040169288,9.354695149,,1.16367575,10.89164676,9.43876684,,2.177414844,10.87455307,0.245196194,3.044798094,13.7312223,0.285614978,,5.07636567,7.863016446,0.575887194,,0.593763457,0.203870772,0.130108625,2.669047233,0.137718237,0.590988588,3.382156986,8.233365243,8.566138746,0.423047684,0.667856456,4.506309404,3.281187617,7.052965365,5.851069749,6.623152049,4.327376068,7.779697908,1.623247892,17.64826811,0.351170331,0.381256287,17.08340088,3.175430781,0.072843621,5.576394608,2.10985982,,0.848663321,7.101288882,,6.526425544,32.92242843,1.760346602,5.758091866,0.123593324,0.115100369,1.765722637,0.147650646,0.057814807,2.846792057,,,0.402219255,0.671993909,3.36906761,,5.344482946,3.593602119,3.373352793,2.151497358,0.684078865,0.254782031,0.161460306,,15.53974552,0.02309955,12.14191015,10.98848608,5.76038781,0.857226657,0.073735638,0.695921915,1.018060572,6.359485667,8.564309616,,7.542312161,0.355907131,,1.504153589,0.53580217,0.483333107,1.359334617,0.833146983,12.3524356,2.351223917,54.75993399,0.064419975,,8.686958982,15.00215731,0.060257404,,,0.86365303,5.52361809,0.371478106,0.689968638,0.366038029,13.25189174,0.492844665,4.970869946,1.204546166,0.221490105,14.14016825,12.24815947,6.919841751,0.2892448,0.102797476,7.130190489,3.06509306,5.37226534,0.236386921,0.232894297,6.61738464,0.77468598,9.601658199,6.670816503,1.821093904,4.136379618,1.952426333,0.125163097,0.769360557,,0.137944606,0.40103323,14.52582069,1.235014024,1.82478874,11.88217029,,,0.059072759,12.49722499,52.51155161,10.74786086,21.65877768,1.992130644,7.260202231,0.535726361,4.721996821,0.295855366,,,0.411595746,0.630906971,1.384372377
1979,0.167953049,2.886509695,2.427705358,,0.63521225,,5.5312262,3.991791951,1.910429454,9.484328109,14.15505938,8.049741897,9.218082659,33.56614506,23.70725617,0.08372375,2.392336878,9.045768456,14.1853006,1.478008563,0.1012567,8.154232019,0.055320969,0.864873582,38.4454423,3.966300532,0.976647175,1.581468202,2.71608599,39.61663896,8.91254189,0.060959378,0.027388864,0.004330506,0.217015637,18.19120377,0.882212347,,0.046241394,0.045585376,2.229539001,1.517647223,1.632864824,0.073908965,0.194770495,1.422675838,1.195253027,0.682998417,3.886138933,3.235262532,55.56762006,4.477574627,17.69390878,0.14574534,12.30341959,1.079310294,0.44012012,1.195504315,1.561950598,0.996785428,0.528001145,0.252098528,,16.20871392,0.053312748,11.13616853,,1.345790603,11.36727694,9.845146435,,1.915394851,9.48206197,0.250462696,3.050688558,14.24873323,0.251090512,,5.337119363,11.44395948,0.537801463,,0.658303482,0.212091868,0.138706966,1.958894898,0.134722272,0.540056327,3.306857759,8.018059631,8.766800971,0.433679169,0.660492026,4.393600468,3.98430388,8.079420211,5.683110151,6.849383432,3.999456086,8.154423313,1.642376791,17.6111494,0.319980039,0.438382388,13.56307653,3.141208439,0.069684173,5.602541669,2.222883108,,1.062959218,8.372188848,,6.535756155,33.54511851,1.758245958,6.180681435,0.133440823,0.106044904,2.020393306,0.191099579,0.061511556,2.737386233,,,0.405580829,0.692345484,3.555096819,,5.342148181,3.812995394,3.637881555,2.14735432,0.815167433,0.228005607,0.155945835,,15.3548736,0.035173397,13.29253039,11.48711124,5.260873212,0.541370863,0.082325257,0.983111525,1.043577328,6.397373911,8.400861506,,7.067251727,0.372308628,,1.646897647,0.558729803,0.429054039,1.312787253,0.824717095,12.53549168,2.558708113,69.85626823,0.065082615,,8.713402469,15.02844651,0.059737435,,,1.291770574,6.119926507,0.29432674,0.615559576,0.355923971,15.03376882,0.530110442,5.355850854,1.855785612,0.206269957,15.19728232,11.8138539,7.441955021,0.493142573,0.081851111,7.531713511,3.550942816,5.408765042,0.257563136,0.233283054,6.331515361,0.763670594,10.22518908,6.321137473,2.606701609,4.333376935,1.913098708,0.11390465,0.788293071,,0.522656258,0.436663055,15.62576576,1.410153271,1.745313665,11.67456335,,,0.055246341,12.54374136,38.38756775,11.45554451,21.50283622,2.162413765,7.118352925,0.553277669,5.119792142,0.305595259,,,0.411491223,0.631879586,1.362609961
